	GFP1	GFP2	GFP3	GFP4	GFP5	GFP6	GFP7	GFP8	GFP9	GFP10	GFP11
SNAPC4	0.264009698	0.354230893	0.422072324	0.336704056	0.504299412	0.325964324	0.306866498	0.230147538	0.251709029	0.262602012	0.51583223
SNAPC5	-0.210098602	-0.180957613	-0.330371087	-0.144504099	-0.143408193	-0.244106554	-0.232259621	-0.181480858	-0.209072843	-0.328589439	-0.28464371
SNCA	0.245522103	0.233779564	0.20184713	0.146390601	0.237330632	0.258766841	0.227014197	0.359935124	0.28137905	0.231694202	0.290431469
SNCAIP	-0.003463942	-0.046996672	-0.010052445	0.032813516	-0.076951033	-0.052810902	-0.067930806	-0.029029515	-0.053095254	-0.118738595	0.003316026
SNCB	-0.124887529	-0.052623758	-0.103903867	-0.14623844	-0.130052782	-0.163534605	-0.15489047	-0.071248856	-0.084282841	-0.103085978	-0.131258806
SNCG	0.38707032	0.313572417	0.327928318	0.229717444	0.315972344	0.296329617	0.362527526	0.241866142	0.275634278	0.18747976	0.317604499
SND1	1.350994249	1.245752115	1.484656092	1.434348392	1.339094894	1.416038374	1.375579143	1.192145991	1.265893286	1.348048337	1.226543236
SNED1	-0.197058962	-0.155915471	-0.198218603	-0.175393612	-0.136071727	-0.11900815	-0.145587903	-0.167711296	-0.244941659	-0.316365215	-0.199749067
SNF8	0.583423444	0.611596059	0.462459792	0.592426732	0.52055796	0.558249169	0.623110147	0.708037864	0.6444923	0.580658227	0.63518438
SNHG3	0.221013959	0.306779	0.231271457	0.155202324	0.293516388	0.189699207	0.21630314	0.271817219	0.281553923	0.199963988	0.46660755
SNIP1	0.112411751	0.090684288	0.038253618	0.151249799	0.074038258	0.10636368	0.0900247	0.120883886	0.010419543	0.039622669	0.11769381
SNN	-0.074032832	-0.074534691	-0.155346022	-0.20922411	-0.14929441	-0.084429026	-0.115431304	-0.006509711	-0.090053856	-0.114148309	-0.099087844
SNORA25	0.503373245	0.595457991	0.708517114	0.726864209	0.902312855	0.72983554	0.609064808	0.541470001	0.54401802	0.477841238	1.200250824
SNORA64	-0.050302062	0.120470873	0.030012084	0.046186216	0.14128081	0.072214524	0.032012507	0.165613004	0.037733059	-0.048147221	0.313569009
SNPH	0.259895586	0.109420591	0.185706676	0.140847837	0.138170816	0.175620884	0.107713502	0.173547006	0.175804816	0.16347732	0.135471481
SNRK	0.409774984	0.342970013	0.360174905	0.399494806	0.40224629	0.401782008	0.365784774	0.424110586	0.378842165	0.420720296	0.555383295
SNRNP200	1.665602125	1.830938537	1.828466035	1.731841207	1.634957057	1.590059988	1.649716333	1.768364482	1.673689185	1.695179287	1.786520977
SNRNP25	0.278767046	0.113681209	0.118969509	0.17069209	0.177220553	0.226135786	0.316295551	0.289943661	0.158681638	0.120195617	0.205939536
SNRNP27	0.777067301	0.750104466	0.784189786	0.82951602	0.795258223	0.796556075	0.831209955	0.784633066	0.779092167	0.670592256	0.79197737
SNRNP35	0.277502512	0.260960076	0.208961778	0.200031155	0.283804426	0.174471546	0.341995724	0.410437489	0.248494519	0.406914834	0.33635284
SNRNP40	0.402602336	0.472550103	0.32462383	0.377291954	0.297033331	0.275200063	0.446331064	0.370167748	0.404449571	0.302694287	0.293432238
SNRNP70	1.590977927	1.408703599	1.706496881	1.462166304	1.75943376	1.528020468	1.540864382	1.466583874	1.378060642	1.577423685	1.608404749
SNRPA	1.388063334	1.508611597	1.341052346	1.463174656	1.470393576	1.419320554	1.440485515	1.570210576	1.581751354	1.538420715	1.506894365
SNRPB	1.556999651	1.577660707	1.517883615	1.626287005	1.624906892	1.707618556	1.587595121	1.683170622	1.777038498	1.748226361	1.814024264
SNRPB2	1.241419332	1.467888725	1.254419056	1.23119608	1.116030815	1.218027423	1.376952774	1.215464547	1.380894343	1.180771878	1.424036086
SNRPC	0.935403858	0.869820204	0.881096857	0.833850073	0.803951072	0.891870936	0.880486109	0.786437232	0.852478069	0.945026405	0.782327857
SNRPD1	0.392389637	0.472613397	0.34292407	0.482489421	0.483670946	0.412633387	0.445440247	0.508759008	0.400717221	0.330070278	0.433325534
SNRPD2	2.292072217	2.284465273	2.105508725	1.778500656	2.075483759	2.00785615	2.204012116	2.320566058	2.321769953	2.046040138	1.982382893
SNRPD3	1.028910675	1.091885555	0.991599552	0.980927227	0.90427158	1.005234003	1.022465305	1.120003532	1.12696377	1.065631129	1.095525304
SNRPF	0.919085756	0.931764084	0.752496605	0.768858714	0.8530531	0.871851158	0.886316395	0.940220064	0.950322207	0.755933268	0.940435995
SNTA1	0.047612704	0.014914743	0.111577447	0.058297057	-0.020881863	0.012621154	0.083642525	0.046011886	0.021754234	0.043097061	-0.017661386
SNTB1	-0.13778134	-0.128079066	-0.149548088	-0.15982191	-0.1092919	-0.111423759	-0.075593215	-0.120073198	-0.164430026	-0.132530868	-0.178296914
SNTB2	0.534141775	0.385224609	0.59090348	0.530943047	0.498831344	0.482574574	0.475363078	0.347910239	0.418852741	0.448814839	0.515845236
SNTG2	-0.231245952	-0.166795616	-0.216992091	-0.229374721	-0.22443262	-0.187975855	-0.199589105	-0.138302019	-0.243391834	-0.252012443	-0.255498648
SNUPN	0.383643861	0.39278536	0.351117594	0.258430789	0.336382413	0.342511562	0.336861773	0.39538141	0.378386604	0.302191988	0.378741937
SNW1	1.053188132	1.095057622	1.030479633	1.021772874	0.993766027	0.87369096	1.07979984	1.178982037	1.169614545	0.993495903	0.991492897
SNX1	0.582298664	0.644146443	0.52316686	0.519012599	0.591732107	0.534429734	0.563924283	0.596639441	0.522016627	0.44061782	0.634651291
SNX10	-0.000489944	0.013157655	0.000872084	-0.12187625	-0.051556093	-0.014866969	-0.074342328	-0.084212462	-0.033645516	-0.075130986	-0.082077446
SNX11	0.479136202	0.462480398	0.32772423	0.410125527	0.374476449	0.333707289	0.375707122	0.382382369	0.39619369	0.306949307	0.404784163
SNX13	0.661084201	0.686384607	0.665648931	0.632689564	0.716327433	0.791497059	0.658438955	0.696161246	0.683465683	0.616235149	0.8375017
SNX15	0.393780718	0.437067042	0.331123759	0.354153668	0.259256949	0.267534971	0.323387067	0.393172512	0.437613378	0.410820216	0.429440533
SNX16	-0.035984184	0.02700996	-0.007386674	-0.055605195	-0.092201144	0.008490197	0.092774544	0.054249895	0.020249942	0.112946524	-2.0397e-05
SNX17	1.123297158	1.284295307	1.172299265	1.03449935	1.135206135	1.205702003	1.108101816	1.133097431	1.150439524	1.156773801	1.180139171
SNX19	1.047706144	1.010621371	0.993172819	1.015589178	1.085534789	1.085877098	1.128063533	0.910368037	0.923639972	0.952050148	1.015312353
SNX2	0.616191181	0.665644278	0.509000043	0.571757914	0.529949886	0.606255828	0.636445217	0.683883254	0.735127825	0.629691276	0.69970857
SNX24	0.57838697	0.545738154	0.64502658	0.646805555	0.627019584	0.604732648	0.718849699	0.527802966	0.568911887	0.591294691	0.629182186
SNX27	0.327567295	0.360276517	0.366114202	0.3187872	0.295894882	0.280984919	0.243473727	0.186495172	0.208698801	0.305696817	0.273957198
SNX3	1.932502891	1.830751269	1.830477206	1.741261884	1.656557883	1.833156052	1.954899317	2.132781192	2.09405766	1.819115096	1.878480174
SNX4	0.204334842	0.262561211	0.209309846	0.206434885	0.202173194	0.135154404	0.182841722	0.155092333	0.204727811	0.177758481	0.272245164
SNX5	0.862311795	0.972315125	0.804516692	0.832786635	0.985645302	0.74930175	0.787333306	0.927556325	0.881312564	0.798743963	0.97828247
SNX7	0.915049441	0.882390842	0.781224227	0.816507272	0.78611769	0.862634826	0.916660675	0.920779536	0.930465117	0.779241621	0.891236311
SOAT1	0.124921183	0.086788409	0.030720257	0.136765776	0.195031106	0.149916168	0.145320197	0.144364582	0.065550468	0.132524146	0.258513036
SOAT2	-0.178384338	-0.192374096	-0.239620065	-0.257031079	-0.199742993	-0.171973947	-0.171717393	-0.206751063	-0.236796303	-0.24502731	-0.22827748
SOBP	-0.11495855	-0.154651855	-0.146562308	-0.100572513	-0.174532069	-0.176227038	-0.152758542	-0.168774986	-0.214363511	-0.257396056	-0.186379012
SOCS1	-0.146351036	-0.138053819	-0.165925716	-0.235652732	-0.169723071	-0.15037609	-0.133550094	-0.121490466	-0.11012405	-0.141907179	-0.130706372
SOCS2	0.595630413	0.562340939	0.546807245	0.506234485	0.528288485	0.552912449	0.490193423	0.587064649	0.497408364	0.496690481	0.52000543
SOCS3	0.033420809	-0.008752554	0.011187056	-0.043401806	-0.023275668	-0.052819229	-0.017195457	-0.021125539	-0.049767547	-0.066123849	-0.065118618
SOCS5	0.262120821	0.229388945	0.212033097	0.204508442	0.20294346	0.126465285	0.20979237	0.155936925	0.300627185	0.16169435	0.239607931
SOCS6	-0.012794723	0.013408713	0.023398845	-0.008328561	0.106487929	0.024326094	0.090476118	-0.027453594	0.091503728	0.120598699	0.154376585
SOCS7	-0.042699913	-0.130262324	-0.060218408	-0.042612249	-0.1714759	-0.11643388	-0.075598138	-0.161463562	-0.087992615	-0.092397083	-0.087053571
SOD1	1.902696689	1.812474721	1.488326794	1.33219815	1.621153381	1.617375255	1.327524967	1.593906826	1.452736861	1.239290953	1.466315733
SOD2	0.777243707	0.745612035	0.559341116	0.627089094	0.630346804	0.54201704	0.577662477	0.61371048	0.796080466	0.645936627	0.714683895
SOD3	-0.007882626	-0.084602739	-0.064093988	0.002461484	-0.101517335	-0.08377467	-0.103162533	-0.123234911	-0.104783028	-0.036212415	-0.153206131
SOHLH2	-0.065476909	-0.011207269	-0.077296075	-0.105203729	-0.07873612	-0.128027539	-0.056421598	-0.120340771	-0.121204662	-0.037387575	-0.129691494
SOLH	0.383640501	0.404874485	0.322183051	0.308154989	0.37138744	0.268947751	0.25818359	0.112151403	0.081175815	0.177047625	0.350008072
SON	1.008204808	0.964311705	1.081519977	1.118782347	1.11281121	1.03724815	1.109857966	0.953162462	0.936639772	1.035707307	1.150692186
SORBS1	-0.131786776	-0.140440588	-0.122589964	-0.137362338	-0.164822221	-0.124144728	-0.127209461	-0.143029772	-0.099010798	-0.141796471	-0.167137317
SORBS2	0.271086176	0.429619338	0.361515925	0.411413454	0.375508704	0.350222101	0.321748532	0.317048149	0.270223552	0.234055122	0.366480953
SORBS3	0.360910714	0.408741453	0.290634735	0.313787143	0.387572079	0.337977591	0.314847645	0.227145248	0.154845331	0.230707725	0.193764298
SORCS3	-0.24729668	-0.243672932	-0.236434261	-0.228648542	-0.210657661	-0.19883863	-0.18021982	-0.276617586	-0.231253276	-0.297337646	-0.199267576
SORL1	1.136827393	1.118164189	1.292493952	1.249515924	1.326832585	1.197035162	1.233651582	1.073012345	1.050191797	1.128573568	1.307348732
SORT1	0.333516531	0.424983644	0.320472266	0.345636533	0.354001204	0.528209097	0.353448714	0.265446428	0.37822852	0.388167543	0.404909655
SOS1	0.511343195	0.509018994	0.525657526	0.514230849	0.487620038	0.523456942	0.454341698	0.479041975	0.459850376	0.406215749	0.483928414
SOS2	0.288915821	0.353389571	0.312013405	0.323880663	0.336965577	0.255678116	0.298095433	0.245759117	0.261850534	0.219956526	0.38658708
SOSTDC1	0.678877783	0.69799685	0.713942804	0.556840681	0.350777081	0.613457735	0.704898349	0.632765082	0.651029815	0.629815876	0.673222625
SOX1	-0.222344768	-0.200904283	-0.226075459	-0.229867606	-0.254315031	-0.184316437	-0.276865563	-0.217133687	-0.247679536	-0.333475899	-0.243908107
SOX10	0.239006879	0.229585902	0.327967165	0.256368417	0.211565567	0.294698218	0.198310924	0.20154647	0.118293089	0.087696843	0.164599205
SOX11	-0.071716287	-0.098965387	-0.075290199	-0.091141268	-0.063565346	-0.078042199	-0.057849609	-0.113616731	-0.127479474	-0.108320945	-0.08826584
SOX12	0.067674713	-0.001267163	0.079743704	0.090417537	3.162e-06	-0.030768393	0.114389455	0.078413856	-0.0199219	-0.028647861	0.011337452
SOX13	0.1135438	0.062756462	0.049611314	0.094853488	0.091888476	0.023760228	0.070043966	0.007386077	0.018306011	-0.068219546	0.032553479
SOX14	-0.18561113	-0.222815321	-0.214375158	-0.121307274	-0.129976346	-0.141680575	-0.188716348	-0.109624808	-0.109810584	-0.181716457	-0.174269987
SOX15	0.359532502	0.4160761	0.320465002	0.173595011	0.279386001	0.299908998	0.333350336	0.362183445	0.316728558	0.230438503	0.255356948
SOX17	-0.189575649	-0.188317682	-0.093865947	-0.144669958	-0.175138353	-0.219062715	-0.097810875	-0.157985544	-0.170173059	-0.219740543	-0.185867524
SOX18	-0.286020569	-0.22678887	-0.26181163	-0.214659415	-0.311860462	-0.220988818	-0.222332699	-0.28893782	-0.285856686	-0.257695034	-0.231614086
SOX2	-0.161665273	-0.185682383	-0.111367928	-0.195964921	-0.187456279	-0.116939192	-0.159806777	-0.136821343	-0.188290228	-0.122869574	-0.197797936
SOX21	-0.245204122	-0.156226546	-0.250701048	-0.213714242	-0.247283852	-0.241769247	-0.191514655	-0.109142323	-0.203929072	-0.115413262	-0.108648351
SOX3	-0.150361543	-0.128800704	-0.081600988	-0.099483613	-0.149779832	-0.120004373	-0.09463635	-0.113300036	-0.079636871	-0.14755135	-0.113638598
SOX30	-0.207347299	-0.189233452	-0.193397079	-0.266202598	-0.229118555	-0.220075481	-0.270047576	-0.233648919	-0.232020817	-0.333183361	-0.212262156
SOX4	1.233488831	1.201690307	1.280761617	1.064534254	1.141533961	1.028784537	1.142828368	1.102380058	1.092362778	0.910589702	1.086056803
SOX5	-0.208390232	-0.16117623	-0.241946016	-0.127701224	-0.10418841	-0.184580637	-0.201561025	-0.078355618	-0.221233657	-0.164392509	-0.274747798
SOX9	2.21051788	2.242175586	2.359174285	2.359183335	2.240566164	2.062036014	2.255590604	2.103377435	2.249113242	2.210440225	2.267291337
SP1	-0.08541057	0.034411334	-0.121823582	-0.090926321	-0.045944049	0.013149444	-0.08748738	-0.119771715	-0.070606885	-0.183384884	-0.0604673
SP100	0.085740076	0.05234298	0.065824058	0.065557258	0.047223846	0.003535675	0.088021889	0.081982031	0.105933762	0.076924627	0.039210931
SP110	0.156078888	0.11073066	0.081283461	0.06759248	0.053472244	0.085207883	0.05010234	0.102722573	0.073603331	0.021169214	0.076010169
SP140	-0.147495547	-0.184101154	-0.208869978	-0.218324686	-0.231388292	-0.185143736	-0.256099372	-0.214792236	-0.194768737	-0.236676354	-0.24752211
SP140L	0.005866857	0.025626642	0.090401566	0.132752624	0.11757053	0.039996688	0.049476811	0.053065258	-0.057761861	-0.043336761	0.063908507
SP2	0.182487539	0.159800822	0.016889901	-0.062245354	0.056346156	0.020511546	0.03911385	0.078076129	0.000575578	-0.032955013	0.024551286
SP3	1.006054374	0.974911354	0.849910395	0.913598934	0.886674806	0.803297488	1.041585879	0.994472219	1.029468983	0.953291566	1.07548158
SP4	-0.084377357	-0.03912779	0.000731633	-0.021620129	-0.032983886	-0.074096085	-0.044661328	-0.12268667	-0.231186076	-0.062180679	-0.128225756
SPA17	0.007661154	-0.036448584	-0.010510943	0.00258945	-0.005748059	-0.04986481	-0.037390346	-0.083534649	-0.107119326	-0.070961818	-0.048633333
SPACA1	-0.081073364	-0.169674354	-0.198276741	-0.124879101	-0.177204074	-0.175199247	-0.094464035	-0.213179732	-0.208966268	-0.155377044	-0.175998854
SPAG1	0.170378773	0.171742767	0.138342885	0.151111653	0.224415346	0.034720675	0.279418815	0.176635092	0.081257594	0.046897178	0.2771593
SPAG11B	-0.234049514	-0.01559715	-0.265214741	-0.243557036	-0.185991354	-0.289776206	-0.212048069	-0.245862931	-0.267982647	-0.340842426	-0.319938629
SPAG16	0.143492835	0.13794502	0.116631329	0.10830571	0.08358341	0.103956268	0.110736561	0.074636385	0.067469507	0.083656849	0.185105197
SPAG4	-0.14929153	-0.069859318	-0.018003914	-0.072452191	-0.008927468	-0.122674882	-0.167979995	-0.204639124	-0.15249142	-0.087127156	-0.087633248
SPAG5	0.358228646	0.477662973	0.357976602	0.416339291	0.502219409	0.382337799	0.457486725	0.346410985	0.290521546	0.337368203	0.499835807
SPAG6	-0.168381723	-0.100138166	-0.166453481	-0.159184277	-0.183999268	-0.199722785	-0.188069683	-0.189975662	-0.213835577	-0.271503612	-0.226114839
SPAG7	1.41631898	1.150601332	1.490425395	1.303517956	1.446643555	1.460220728	1.323857522	1.32767417	1.459364858	1.293349114	1.342689763
SPAG8	-0.065936909	-0.081670917	-0.035811563	-0.104545631	-0.087808635	-0.073664849	-0.070200672	-0.069143712	-0.090710458	-0.140461673	-0.131540751
SPAG9	0.473939262	0.44108864	0.426905459	0.451032968	0.439500401	0.418578311	0.450792418	0.331155086	0.365490193	0.394060822	0.474329127
SPAM1	-0.124813435	-0.119020601	-0.07552763	-0.02088029	-0.087950973	-0.019575033	-0.048739141	-0.152782598	-0.191378432	-0.245049369	-0.249120722
SPARC	1.858844575	1.826479481	1.706728895	1.801298711	1.8060434	1.80027876	1.890594751	1.837286108	1.923229502	1.958862543	1.950973478
SPARCL1	-0.063692372	0.010855808	-0.002821188	-0.101910219	0.040812116	-0.104530086	-0.047526025	-0.056469441	0.018030233	-0.119699137	0.013895437
SPAST	0.019695314	0.145096608	0.009292378	0.101292319	0.066158613	0.067475375	0.098107104	0.030308599	0.061183109	-0.071293546	0.095846996
SPATA1	-0.162428249	-0.206971353	-0.176030673	-0.24561273	-0.179461702	-0.135854919	-0.090001971	-0.171344864	-0.259507343	-0.269714281	-0.161630764
SPATA2	0.038809243	0.036798916	-0.023322971	0.009130705	0.040427638	0.006724798	0.014805742	0.003715574	-0.014033363	-0.06960158	-0.010785485
SPATA20	1.427620013	1.483925819	1.667708874	1.377511005	1.631113059	1.513635059	1.504540602	1.404678835	1.268287963	1.253826804	1.504885243
SPATA2L	0.30962616	0.189831965	0.223604843	0.337461474	0.392129608	0.238556121	0.213783079	0.236509985	0.223260893	0.211533128	0.261610332
SPATA5L1	0.30010862	0.31214786	0.284873637	0.355839124	0.34672401	0.258961263	0.263227209	0.243431956	0.191409663	0.198850396	0.406715259
SPATA6	-0.157653824	-0.080051692	-0.042337105	-0.136659452	-0.076851757	-0.079775772	-0.115778326	-0.102698341	-0.108600989	-0.150570478	-0.121378294
SPATA7	0.086520939	0.164741709	0.09373247	0.037295219	0.068718287	0.059864261	0.096982582	0.17581937	0.071847984	0.074060788	0.200055632
SPATS2	0.416051878	0.341863058	0.296823298	0.382879664	0.44811467	0.396778236	0.45668224	0.347114888	0.285758687	0.316495047	0.455518862
SPATS2L	0.658660281	0.790713871	0.677066595	0.545975243	0.682680789	0.694474759	0.647910732	0.620399706	0.556265908	0.575534865	0.642932161
SPC25	-0.143030925	-0.105072598	-0.214545875	-0.145210136	-0.138707596	-0.11222126	-0.080083627	-0.156712278	-0.250120483	-0.269576656	-0.202165419
SPCS1	2.207840006	2.318410688	2.059940484	2.031043159	2.083656987	2.153651198	2.366203149	2.297258774	2.351275643	2.175135977	2.237266858
SPCS3	0.763947884	0.798214861	0.610096279	0.799247225	0.714070277	0.665747232	0.885839072	0.767753464	0.78241956	0.769413728	0.88785194
SPDEF	-0.091618567	-0.082498062	0.001049438	0.007044927	0.017423408	0.028149518	0.047566316	-0.016256756	-0.010628637	-0.056628418	-0.068717424
SPECC1L	0.639909256	0.682975516	0.545723578	0.646362829	0.682976548	0.616673906	0.635957889	0.595710486	0.574426504	0.650515108	0.63747096
SPEF1	-0.12836846	-0.090543267	-0.098164245	-0.206826329	-0.126626732	-0.111925764	-0.175408766	-0.14075935	-0.020387633	-0.189946111	-0.176404653
SPEG	0.582106342	0.691131781	0.581288628	0.601249776	0.587334052	0.568271788	0.494254277	0.454290989	0.412153074	0.449670733	0.538653691
SPEN	0.807775383	0.738531551	0.743066541	0.836894517	0.840396664	0.709128232	0.841019024	0.696401088	0.645665572	0.750329911	0.884806808
SPG11	1.16212973	1.170564036	1.272320496	1.261647844	1.242739843	1.205575734	1.129519502	1.057519426	1.088950303	1.067070701	1.220338483
SPG20	0.485337038	0.516480011	0.41915958	0.492017296	0.55303325	0.386326993	0.493815318	0.410380044	0.496810368	0.440016001	0.680250106
SPG21	0.917066651	0.925610803	0.950843666	0.856088307	0.875034043	0.898776186	0.897040589	1.020174006	0.938043219	0.96177758	0.935220387
SPG7	1.014182171	0.854089313	0.980808785	0.980048406	1.092219167	0.971810402	0.901448014	0.886120529	0.740434543	0.965573969	1.056545087
SPHAR	0.181865804	0.108925566	0.120925277	0.02315053	0.094706416	0.110571767	0.14958483	-0.008729014	0.078377822	0.072881125	0.120720044
SPHK1	1.729458312	1.836947382	1.901853032	1.915109237	1.997935534	1.95870581	1.737562312	1.742067979	1.756702152	1.908293698	2.081677251
SPHK2	0.038555539	0.160307967	0.020184106	0.006880157	0.07488692	0.051700298	0.027105493	0.020826752	-0.029746027	-0.019444935	0.017330219
SPI1	-0.094218047	-0.034727544	-0.148792937	-0.020081205	-0.070766957	-0.098724145	-0.088975029	-0.149167189	-0.16361363	-0.122027972	-0.152135748
SPIB	-0.065597291	-0.05076387	-0.114452429	-0.132479382	-0.159389429	-0.161541445	-0.111852715	-0.101229952	-0.121651833	-0.152919689	-0.178824146
SPICE1	-0.237062885	-0.195144319	-0.217711148	-0.208098033	-0.298282016	-0.220446251	-0.167121532	-0.159560582	-0.239993644	-0.324648252	-0.214102199
SPIN1	0.620942559	0.459689999	0.433217689	0.308002083	0.426841309	0.455144081	0.390162033	0.362499908	0.411008735	0.317853784	0.501735916
SPINK1	-0.095804741	0.21405468	-0.035455401	-0.062880281	-0.042237995	0.017314153	-0.135319161	-0.116586709	-0.092347563	0.008185521	-0.048759065
SPINK2	-0.239873264	-0.217367711	-0.211509324	-0.339823958	-0.231834846	-0.207704574	-0.212370012	-0.171873009	-0.313721824	-0.204511567	-0.278349089
SPINK4	-0.008701261	-0.049728874	0.0883223	0.03088391	-0.001633029	0.062525488	0.113086947	0.0426232	0.030942799	-0.02137827	-0.010893732
SPINK5	0.269150047	0.389759441	0.235536388	0.212769177	0.222692468	0.258117497	0.194206211	0.182098041	0.214430985	0.120288392	0.211593612
SPINLW1	-0.197618876	-0.150942526	-0.166222445	-0.19470302	-0.230767642	-0.184023931	-0.210411058	-0.175525716	-0.210369422	-0.17136979	-0.259146296
SPINT1	2.652537412	2.827721238	2.809991571	2.740228958	2.9238028	2.747640292	2.74067945	2.629967054	2.614228924	2.632543776	2.626198927
SPINT2	2.910710242	3.006992612	2.886050807	3.03021023	2.639690916	3.140896784	3.059050905	2.921676543	3.103766746	3.070811669	3.059573942
SPINT3	-0.233353833	-0.190344105	-0.232944799	-0.192735594	-0.188089254	-0.190662982	-0.202538029	-0.271572851	-0.244963306	-0.255456754	-0.268562884
SPN	-0.200796366	-0.175955317	-0.089030924	-0.180177211	-0.203344466	-0.200094145	-0.184311862	-0.21160752	-0.184384729	-0.168424704	-0.19023248
SPO11	-0.102131216	0.133952286	0.011637749	-0.003376886	-0.00906752	-0.023499734	-0.038504796	-0.04064744	-0.047155144	-0.130346212	-0.070995048
SPOCK1	0.323356843	0.390743641	0.25830105	0.236072112	0.26003987	0.306827022	0.329496771	0.305616475	0.335704992	0.316791485	0.392506704
SPOCK2	-0.044570252	-0.109641246	-0.050299322	-0.073995812	-0.076084886	-0.057180624	-0.068482585	-0.103489846	-0.119431414	-0.151614308	-0.113817344
SPOCK3	-0.239624859	-0.192972307	-0.230514239	-0.232137578	-0.220349701	-0.201933398	-0.239270975	-0.270624937	-0.309528029	-0.293850021	-0.269457996
SPON1	-0.106906144	-0.07686382	-0.097408229	-0.0668724	-0.101541432	-0.078378092	-0.128163196	-0.098397831	-0.122813702	-0.124086053	-0.129889916
SPON2	0.023578505	0.00296453	0.047596471	-0.084271273	0.000657766	-0.048712607	-0.013017933	-0.142441201	-0.030034793	-0.16153169	-0.100632008
SPOP	0.431566812	0.403652787	0.398803641	0.410254646	0.367950321	0.379729882	0.365335318	0.390821434	0.347460941	0.353022123	0.444622011
SPP1	-0.203056141	-0.197081673	-0.24822556	-0.242704257	-0.14666565	-0.196349588	-0.124833176	-0.190513165	-0.225875242	-0.215976707	-0.199292939
SPP2	0.052635481	0.152818375	-0.006955443	-0.086521191	-0.167422493	0.016947761	-0.063784004	-0.143487773	-0.117307603	-0.168146616	-0.155590781
SPPL2B	0.099230297	0.380862202	0.262326185	0.130112173	0.245945681	0.21537565	0.229476566	0.045091262	0.053632445	0.090498896	0.143321049
SPR	0.309992081	0.25184212	0.187750435	0.164857152	0.191205936	0.188547161	0.144508596	0.21264499	0.178287701	0.149343863	0.114164112
SPRED2	0.288349148	0.372768574	0.329564762	0.291589152	0.385954268	0.298401967	0.354735161	0.253732446	0.285993597	0.246311245	0.370306249
SPRR1A	-0.147711638	-0.129487025	-0.115285517	-0.178833429	-0.144357338	-0.130754377	-0.149081401	-0.154183856	-0.105833817	-0.126906404	-0.151060321
SPRR1B	0.382228264	0.692581403	0.451683287	0.252196629	0.403901816	0.195974216	0.310636535	0.359063805	0.700103021	0.280789634	0.433309853
SPRR2C	-0.111636006	-0.184714857	-0.226323418	-0.247660845	-0.166486387	-0.157006779	-0.166364048	-0.178596	-0.165675478	-0.214484933	-0.231667282
SPRR3	-0.327550812	-0.229087056	-0.304241887	0.055583949	-0.226473527	-0.269576344	-0.24522551	-0.286790669	-0.258421075	-0.29196809	-0.256296657
SPRY1	0.039776314	0.074850593	-0.008561183	-0.027521614	0.03090782	0.053428911	0.005521907	0.025969767	-0.018709095	-0.010784235	-0.014193265
SPRY2	0.728031973	0.839680418	0.701366015	0.691011782	0.864904982	0.729632431	0.728680274	0.582615171	0.726381981	0.611195249	0.883064011
SPRY4	0.061375588	0.125668254	0.199465907	0.168903886	0.29925341	0.102651686	0.083137511	0.170654303	0.13655156	0.107453104	0.220896174
SPRYD7	0.045520895	0.040378732	-0.01763025	0.064169542	0.037522232	0.012075715	0.052566283	-0.045706042	-0.060573817	-0.016777556	0.058800739
SPSB1	0.350873508	0.342686938	0.248285814	0.151565142	0.357183769	0.271922147	0.336634944	0.221162523	0.227745664	0.201175216	0.208655869
SPSB3	0.371312319	0.411710188	0.494896694	0.358338078	0.548202337	0.570369673	0.484722968	0.438437361	0.500215162	0.532924272	0.673639139
SPTA1	-0.001345514	-0.107471999	-0.085679005	-0.050508734	-0.138913624	-0.070077476	-0.162425986	-0.085596634	-0.015498901	-0.034348606	-0.082998724
SPTAN1	1.69019259	1.718894833	1.660043329	1.7417498	1.807971782	1.583330012	1.758531365	1.457776914	1.351757646	1.454451038	1.556403034
SPTB	-0.064292556	-0.130035605	-0.113274052	-0.090730562	-0.10242924	-0.089536372	-0.08143266	-0.141570193	-0.142656794	-0.124500808	-0.117494214
SPTBN1	1.407636629	1.43574333	1.339421389	1.474973719	1.505803283	1.459069447	1.455718957	1.183310226	1.238558859	1.328057535	1.345360888
SPTBN2	0.151444282	0.260389133	0.232386773	0.233005647	0.316643596	0.180259564	0.303885343	0.082410008	0.05546129	0.11669943	0.177215071
SPTBN4	0.069611163	0.01024076	0.10407336	0.069569156	0.016651589	-0.032019818	0.013000992	0.054590745	-0.032956313	0.014955261	-0.020133545
SPTBN5	0.62835171	0.740369859	0.790401055	0.724224119	0.928058183	0.631318338	0.613535399	0.610635553	0.651726456	0.687423061	0.912385153
SPTLC1	1.861583363	2.018128602	1.750157719	1.99248851	1.933306934	1.964368876	1.967383146	1.828234606	1.946781551	1.99141265	2.046881248
SPTLC2	0.680090098	0.727142541	0.672643597	0.735576237	0.716140715	0.82563761	0.718621402	0.572760958	0.679299701	0.619182638	0.745722977
SQLE	0.949319196	0.937383727	0.949792454	0.910070347	0.947901167	1.091416005	0.925060504	0.804913888	0.911787019	0.847801476	1.080627446
SQRDL	1.508203812	1.741214692	1.531656325	1.456534371	1.588197269	1.602716334	1.562152736	1.736832745	2.003552616	1.805158772	1.728180721
