	PI3K1	PI3K2	PI3K3	PI3K4	PI3K5	PI3K6	PI3K7	PI3K8
TRIM21	0.216617753	0.170805072	0.081561835	0.184619455	0.084425556	0.209513857	0.161758082	0.084414602
TRIM22	1.792681899	1.724031932	1.539544324	1.463131011	1.591133992	1.710984078	1.73052352	1.77489382
TRIM23	0.171992041	0.269733457	0.148692117	0.221249247	0.14398272	0.278144682	0.156457311	0.206536785
TRIM24	0.722620785	0.773917854	0.661677997	0.730227851	0.661777869	0.808210213	0.728154665	0.798897375
TRIM25	0.368051039	0.315325686	0.297910314	0.334286186	0.242209256	0.424277862	0.327372695	0.286310964
TRIM26	0.723275178	0.814768652	0.714358111	0.761410614	0.684214658	0.699374654	0.700704952	0.694987522
TRIM27	0.727988992	0.759166831	0.654125055	0.67051683	0.635569129	0.785445922	0.674206724	0.682092297
TRIM28	1.352208996	1.36813284	1.379103796	1.31471606	1.348451594	1.308421591	1.343821232	1.255675419
TRIM29	2.239828348	2.200822161	2.193527069	2.284151372	2.322273503	2.158786598	2.236304851	2.19414257
TRIM3	-0.052168485	-0.072526126	-0.070915802	-0.038323017	-0.035832286	-0.037135896	-0.038253189	-0.050716485
TRIM31	-0.198341559	-0.171949613	-0.203598707	-0.190426097	-0.229484246	-0.175434845	-0.18394672	-0.201821095
TRIM32	0.38660275	0.484218519	0.321934376	0.349697744	0.2723566	0.416953596	0.404398879	0.372988751
TRIM33	0.828026727	0.781482309	0.731830109	0.733108357	0.760912104	0.85847931	0.770349921	0.743181149
TRIM36	0.171212207	0.272582288	0.105028975	0.225761577	0.092273454	0.202191672	0.101555213	0.179368036
TRIM37	1.13824143	1.302376515	1.089196881	1.240686953	1.136611309	1.256517026	1.104472266	1.089183847
TRIM38	0.330126093	0.27590166	0.270340694	0.244812203	0.265394385	0.343264005	0.348596004	0.280494836
TRIM44	1.209489539	1.259169988	1.131114446	1.18446964	1.223902289	1.241681039	1.162214916	1.045001585
TRIM45	0.127104136	0.12333834	0.107193619	0.099247072	0.171344412	0.134227457	0.095420003	0.100160561
TRIM46	-0.203854088	-0.120073512	-0.0929603	-0.148715393	-0.147388411	-0.152966102	-0.1733517	-0.154300606
TRIM48	-0.207332566	-0.278918743	-0.189829424	-0.184684858	-0.140155807	-0.206637368	-0.147170559	-0.12962009
TRIM5	0.279202714	0.26057959	0.248322876	0.31704409	0.278509443	0.414990818	0.32735261	0.388126781
TRIM58	-0.097277218	-0.064265184	-0.176656681	-0.134717607	-0.161948971	-0.136970468	-0.145279729	-0.139207476
TRIM62	0.059424192	0.057268399	0.036034545	0.018847715	0.00684543	0.015172382	0.039030788	0.009073717
TRIM66	-0.167047681	-0.097050705	-0.086491974	-0.133037042	-0.10669135	-0.125554306	-0.105636817	-0.186571966
TRIM68	0.471800847	0.545785273	0.377341982	0.490527011	0.406930402	0.506799334	0.381439111	0.396836437
TRIM8	1.097246028	1.092641678	0.978722902	1.008971478	0.952949204	1.101529046	0.808743872	1.076661347
TRIM9	-0.14460939	-0.205856015	-0.096091975	-0.080888279	-0.197047066	-0.134449962	-0.136124934	-0.183786209
TRIO	0.594681339	0.624043522	0.576144137	0.570227233	0.566945335	0.69608856	0.648774698	0.583795078
TRIOBP	1.006894153	0.987196433	0.894348906	0.930873813	0.850042364	0.99467449	0.883479669	0.887134133
TRIP10	1.170471001	1.158156761	1.135864591	1.097788439	1.059525865	1.135107839	1.200239285	1.1397395
TRIP11	0.470110021	0.468590628	0.47684177	0.472251055	0.470150488	0.548704494	0.447704299	0.430372933
TRIP12	2.194177687	2.264134452	2.176579088	2.182057783	2.483296901	2.188065246	2.137943998	2.219144761
TRIP13	0.405507991	0.428458083	0.34364733	0.458294074	0.446079176	0.459138379	0.401643349	0.364111539
TRIP4	0.762755086	0.773332778	0.698446117	0.753273143	0.643223077	0.763760885	0.710285084	0.726000567
TRIP6	1.174572429	1.125071528	1.06140158	1.207744559	1.101931403	1.14534163	1.140229527	1.108133585
TRIT1	0.85051822	0.891727063	0.740145152	0.774650006	0.667525074	0.91405344	0.856361243	0.720191628
TRMT1	0.997409451	0.883682597	0.802431446	0.772721171	0.79705835	0.930025274	0.858960712	0.844320399
TRMT11	0.891970088	0.85502173	0.91936966	0.883555107	0.73088407	0.896516055	0.756805566	0.794817219
TRMT112	2.546743234	2.600991885	2.593782981	2.685041825	2.516219775	2.366698186	2.419661919	2.452719768
TRMT12	0.322865587	0.364305584	0.29971354	0.300651936	0.278148552	0.440896621	0.342163606	0.231091203
TRMT1L	0.085806819	0.092563786	0.00800019	0.008292393	0.058017041	0.103730318	0.033740715	0.061049107
TRMT2A	0.178021375	0.266275289	0.220351037	0.234062176	0.217518402	0.210039639	0.213665881	0.179870254
TRMT2B	0.100091706	0.153681301	0.100582971	0.147547609	0.14105666	0.151458818	0.065884081	0.149838477
TRMT61A	0.265658462	0.23867669	0.198929415	0.214036056	0.228228551	0.221181312	0.238873738	0.16250295
TRMT61B	0.78585092	0.908114813	0.78046363	0.863864846	0.731198624	0.910734591	0.689149577	0.807162426
TRMU	0.268301587	0.218559282	0.147554184	0.250851844	0.304675056	0.266989129	0.205912948	0.241879545
TRNAU1AP	0.480222137	0.525689104	0.520593061	0.552299166	0.475670074	0.476169335	0.427926179	0.546105933
TRO	-0.183391956	-0.145052988	-0.129406234	-0.171295576	-0.161320603	-0.139735091	-0.143222216	-0.165601737
TROAP	0.06864256	-0.051176924	-0.040896803	0.055569273	-0.005269513	0.043422032	0.074156865	-0.02244538
TROVE2	1.416062314	1.501406619	1.439019222	1.422979336	1.437235271	1.486188769	1.372175235	1.380036119
TRPA1	-0.14055556	-0.137339225	-0.138198076	-0.162494132	-0.171144851	-0.141113616	-0.130301227	-0.181324166
TRPC1	0.392612763	0.456997201	0.402003667	0.367046009	0.270928655	0.510196478	0.522871512	0.415244367
TRPC2	-0.246447949	-0.196472655	-0.298280286	-0.165005763	-0.252978231	-0.284419504	-0.232020324	-0.235998484
TRPC3	-0.10851925	-0.106676246	-0.117724325	-0.114852663	-0.155776908	-0.11697481	-0.140430158	-0.155094372
TRPC4	-0.119892444	-0.094586925	-0.117639246	-0.097112258	-0.120218032	-0.119741462	-0.078442708	-0.102571783
TRPC4AP	0.665183642	0.513640045	0.615711792	0.581322725	0.630975761	0.589021178	0.630398949	0.549085239
TRPC5	-0.179444886	-0.221156549	-0.169883926	-0.107018053	-0.174760242	-0.161177329	-0.19335626	-0.137835478
TRPC6	-0.143407541	-0.156804317	-0.168486874	-0.162275912	-0.152442069	-0.134143403	-0.138941089	-0.17283851
TRPC7	-0.245577334	-0.236148547	-0.233665478	-0.214648972	-0.191179397	-0.170050289	-0.214991813	-0.213534661
TRPM1	-0.226421924	-0.164233141	-0.197185418	-0.18110817	-0.21163057	-0.210274257	-0.173239078	-0.192557056
TRPM2	0.025309949	-0.007307908	0.043913327	0.031625317	0.026157943	0.016153448	0.010186431	0.051962339
TRPM3	-0.252931149	-0.221996885	-0.280982328	-0.111734828	-0.238580623	-0.231022888	-0.232175434	-0.19156815
TRPM4	0.635684641	0.60729017	0.490049519	0.40330786	0.495717063	0.607330703	0.662663751	0.632430851
TRPM6	-0.1638962	-0.150787133	-0.147159685	-0.124353065	-0.142602066	-0.112141605	-0.203513927	-0.156416303
TRPM8	-0.067720924	-0.137025458	-0.015163396	-0.071592264	-0.095326031	-0.042666035	-0.05373938	-0.14176234
TRPS1	0.692659649	0.776992145	0.72549207	0.614252984	0.660408232	0.694056201	0.830708772	0.721028232
TRPV1	-0.053870124	-0.056458529	-0.083629055	-0.085789905	-0.094656174	0.005540505	-0.041680898	-0.027792561
TRPV2	-0.288442396	-0.190603778	-0.225873069	-0.224848503	-0.187376826	-0.243393304	-0.200986103	-0.230870443
TRPV4	0.339482455	0.342659924	0.232499555	0.206658955	0.281292523	0.411974341	0.306534966	0.348745176
TRPV5	0.104280949	0.077190787	0.104866028	0.187443277	0.002606199	0.008612596	0.11588401	0.011482417
TRPV6	0.099459142	-0.001192875	0.0795166	-0.00393053	0.017271195	0.055641988	0.076433114	0.064482169
TRRAP	0.531984227	0.477782836	0.387896585	0.43551093	0.571749334	0.546287167	0.572675784	0.453463313
TRY6	-0.137918077	-0.137864469	-0.16849112	-0.160458602	-0.129882114	-0.170109676	-0.128555434	-0.106902063
TSC1	0.560816366	0.401796623	0.384096065	0.408652785	0.404087588	0.4910081	0.548108535	0.419958939
TSC2	0.702827275	0.702035478	0.600632612	0.775137301	0.694259064	0.639639846	0.570835101	0.539865055
TSC22D1	1.700707687	1.759507497	1.673331863	1.734346754	1.71700877	1.768323713	1.689969261	1.676485843
TSC22D2	0.557973098	0.51037123	0.439593775	0.360534573	0.407190802	0.497148571	0.510161117	0.414061108
TSC22D3	1.688014522	1.706069782	1.685635939	1.833050758	1.538966672	1.695671886	1.655394081	1.599999931
TSC22D4	0.180027173	0.181664354	0.222414775	0.183887828	0.138972614	0.233642158	0.240479245	0.244081277
TSEN2	0.325616002	0.38351271	0.205321669	0.180980013	0.200323376	0.392554312	0.291298585	0.204128516
TSEN34	0.953849167	0.964300394	0.844259567	1.032183415	0.823733774	1.04767961	0.903656602	0.912526604
TSFM	0.083314477	0.098578743	0.065065053	0.081886758	0.090870679	0.099916235	0.048759666	0.067964694
TSG101	1.525093344	1.694575886	1.60699051	1.571801729	1.492405481	1.605482671	1.487187617	1.521571106
TSGA10	-0.058531174	-0.06945522	-0.080955084	0.024847268	0.000203884	-0.054562572	-0.010200693	-0.059520045
TSHB	-0.219246753	-0.154407505	-0.099712088	-0.194142947	-0.078046968	-0.123977759	-0.135570542	-0.209155803
TSHR	-0.187497212	-0.145721716	-0.206063486	-0.142876839	-0.110044436	-0.141213064	-0.155052408	-0.149872816
TSHZ2	0.196661498	0.198757472	0.158914976	0.192704903	0.196680266	0.180727499	0.245391178	0.154522633
TSKS	-0.182555537	-0.151437048	-0.174877776	-0.169390918	-0.132112013	-0.130919472	-0.149441331	-0.217118681
TSKU	0.66130993	0.652455425	0.571249544	0.599919433	0.511703663	0.756632611	0.599931247	0.681208537
TSN	0.743410314	0.830467245	0.715121664	0.806713594	0.679501846	0.789659641	0.755830885	0.718680818
TSNAX	0.516565905	0.59273209	0.517330128	0.513250382	0.414953425	0.496352283	0.512150292	0.417464307
TSNAXIP1	-0.177986932	-0.182642444	-0.105582654	-0.078383985	-0.246143481	-0.131202639	-0.118976237	-0.152018791
TSPAN1	1.822107355	1.858936983	1.865024127	1.864307888	1.860321623	1.991524336	2.007043231	1.936618266
TSPAN12	0.014586419	0.072879216	0.088591239	-0.052278689	0.048022927	0.11085943	0.010050096	0.06861505
TSPAN13	2.259395584	2.123208895	2.065752171	2.196688377	2.247485027	2.394889161	2.21805539	2.340682656
TSPAN14	0.991141025	0.935813584	0.912721859	0.956604214	0.983948046	1.077443036	1.074882593	1.006590162
TSPAN15	0.018145233	0.084838618	0.014502637	0.103272167	0.063894689	0.069450351	0.052308612	0.03074469
TSPAN2	-0.118192948	-0.060951839	0.024022434	-0.022308768	-0.067284245	-0.025825289	-0.094099275	-0.05525514
TSPAN3	1.409696306	1.387284698	1.282933186	1.362046143	1.30350715	1.54892635	1.535413635	1.468934271
TSPAN31	1.175399994	1.167404518	1.038945203	1.056507785	0.933261077	1.272347213	1.383534144	1.267844554
TSPAN32	-0.196343661	-0.044648495	-0.139375363	-0.148081495	-0.157297541	-0.085928024	-0.123586964	-0.133147931
TSPAN4	1.236113659	1.219473416	1.073476556	1.146216717	1.116649416	1.344811076	1.233539733	1.296838972
TSPAN5	0.747590466	0.649024046	0.656517029	0.698313281	0.738619205	0.887907839	0.80830726	0.830892805
TSPAN6	1.409423569	1.394837653	1.310589848	1.325084567	1.312184721	1.550368866	1.590282449	1.542115559
TSPAN7	0.287063131	0.233888721	0.194671852	0.206888203	0.249279332	0.393515285	0.303485783	0.255018954
TSPAN8	-0.210871849	-0.165882065	-0.174407251	-0.17568158	-0.111927059	-0.134296126	-0.139235461	-0.171071288
TSPAN9	0.275898427	0.27996841	0.168699351	0.233021127	0.165574616	0.372378372	0.345936434	0.345579676
TSPO	1.91484382	1.958425984	1.970925614	2.029037312	1.938200176	1.995151147	1.86628066	1.977047682
TSPO2	-0.167513947	-0.101303417	-0.145037162	-0.129084499	-0.135430102	-0.160602434	-0.162573134	-0.150409559
TSPYL1	1.569254346	1.49992226	1.459384352	1.446969003	1.373439241	1.49910764	1.472252693	1.438944958
TSPYL2	0.250793037	0.253795635	0.220815829	0.180333155	0.174889142	0.226710712	0.265192792	0.223332756
TSPYL4	0.435066244	0.371479136	0.380882249	0.249650779	0.380982637	0.541387739	0.434588654	0.342616144
TSPYL5	0.751947646	0.753497318	0.715148288	0.715119951	0.674896414	0.765917158	0.708837102	0.727586995
TSR1	0.697089918	0.763384638	0.693641325	0.744674159	0.72086627	0.776043508	0.67131931	0.695526305
TSR2	0.54689516	0.638320549	0.565976315	0.617441668	0.582010084	0.591953314	0.565301262	0.524276053
TSSC1	0.478840214	0.590822354	0.463890941	0.541364647	0.449725234	0.476645761	0.397893786	0.476267783
TSSC4	0.230487592	0.334420273	0.188978024	0.285408181	0.226962076	0.233876432	0.208291742	0.265178286
TSSK1B	-0.242674143	-0.236750894	-0.283827919	-0.232619747	-0.240949993	-0.235280201	-0.303444523	-0.262744085
TSSK2	-0.176082236	-0.219028679	-0.198920065	-0.214705281	-0.178626984	-0.153656458	-0.195737198	-0.187045007
TST	1.068318003	1.078814745	1.002601397	1.165534238	1.132684393	1.026441034	0.979635103	1.032437472
TSTA3	1.078001025	1.147511544	1.053696471	1.087700083	1.070484877	1.010533328	0.995723353	0.955985926
TSTD2	0.692868203	0.748118031	0.681586634	0.736933484	0.601237664	0.736147476	0.505717073	0.649418467
TTBK2	0.033488243	0.021125429	0.034383386	0.078570289	-0.022279026	0.117689122	-0.003410287	0.031931946
TTC1	0.839105927	0.983611642	0.906377834	0.884248517	0.821691791	0.838403768	0.840994746	0.870977231
TTC12	0.222458353	0.147576874	0.193614796	0.232146856	0.174374242	0.159491782	0.197745704	0.156471566
TTC13	0.734952645	0.824208554	0.699385696	0.633651674	0.661790825	0.949778158	0.900461589	0.800961306
TTC15	0.625901852	0.679841908	0.606686218	0.626416083	0.642727706	0.649090108	0.616688703	0.604961214
TTC19	1.718606194	1.968164854	1.871532877	1.896381617	1.862406042	1.992638257	1.767595821	1.777188116
TTC22	-0.164081789	-0.136151245	-0.130666439	-0.144566571	-0.16744366	-0.100455173	-0.19524348	-0.104404652
TTC23	0.292782418	0.265572702	0.186201048	0.320718377	0.354318928	0.269848304	0.187583929	0.223201765
TTC26	-0.093579574	-0.009517991	-0.078828046	-0.034982759	-0.137499648	0.021584195	-0.060967135	-0.03334292
TTC27	0.792055972	0.879806532	0.734183364	0.786206797	0.738362899	0.862492405	0.743317752	0.718531228
TTC28	-0.143512908	-0.078716812	-0.106987246	-0.098697163	-0.129252574	-0.072799165	-0.080161187	-0.096943418
TTC3	1.165172981	1.191974472	1.130111943	1.216265589	1.258644227	1.156771508	1.082867656	1.060959951
TTC30A	-0.093886752	-0.07627054	-0.080400835	-0.062959518	-0.047412266	-0.007277858	-0.043552462	-0.02146901
TTC31	0.562097311	0.46379071	0.504033728	0.545112242	0.489062788	0.499040224	0.49063162	0.401619742
TTC33	0.231514607	0.30557078	0.270140965	0.270768872	0.212170768	0.302995521	0.187406681	0.203265397
TTC35	0.82849819	0.912592657	0.825664753	0.851058133	0.653606501	0.846463487	0.871997962	0.696745774
TTC37	0.765014751	0.743452657	0.704558884	0.651868001	0.677802544	0.823366255	0.767473397	0.662728233
TTC38	0.189907565	0.241259187	0.132747308	0.182935135	0.177741852	0.180501456	0.185991589	0.116832268
TTC39A	-0.16485025	-0.141556635	-0.14059819	-0.161070852	-0.108024254	-0.09267042	-0.181537247	-0.074766531
TTC4	0.661829544	0.731133547	0.566067432	0.682997202	0.608575779	0.750020016	0.644110287	0.562612727
TTC9	0.177408099	0.204699301	0.219674428	0.182526535	0.233915586	0.212614803	0.209163358	0.180201852
TTF1	0.434802734	0.417172398	0.374504635	0.422962961	0.403500403	0.436112238	0.404798744	0.382187877
TTF2	0.252584545	0.175365582	0.127241632	0.076217454	0.118841238	0.271122356	0.171734431	0.212309998
TTI1	0.408303434	0.535492105	0.438192912	0.377539955	0.46814719	0.50963289	0.349876338	0.397558164
TTK	0.157367016	0.141478431	0.144465525	0.207686853	0.130854385	0.194983482	0.185595537	0.182879075
TTLL1	0.373258448	0.588691227	0.50025163	0.560102554	0.504298362	0.498962906	0.529928548	0.462618291
TTLL12	0.722699372	0.731126972	0.656052357	0.738848493	0.594881538	0.710676424	0.695164539	0.598896075
TTLL3	0.23110077	0.067318615	0.094676145	0.022618109	-0.004740757	0.144441852	0.284500758	0.077825674
TTLL4	0.23216035	0.225368693	0.248451513	0.211163958	0.197332184	0.297480345	0.26065889	0.22908632
TTLL5	0.407972382	0.396330501	0.318183003	0.4109822	0.408234872	0.357553182	0.371130097	0.344694533
TTLL7	0.031231124	0.066584645	0.004914132	0.045836259	0.10301955	0.025829068	0.049218625	0.024281453
TTN	-0.194578995	-0.153736057	-0.213527112	-0.177575535	-0.140635036	-0.179205353	-0.201432945	-0.144443297
TTPA	-0.220606144	-0.238237732	-0.289510308	-0.26875931	-0.253884599	-0.242854533	-0.290815548	-0.236878334
TTPAL	0.745719436	0.881588848	0.758085792	0.798237807	0.707175656	0.792833808	0.763753702	0.759615312
TTR	-0.312397363	-0.181847826	-0.238050633	-0.1919455	-0.185356703	-0.264571386	-0.265936747	-0.252491999
TTTY15	-0.221578752	-0.200663742	-0.170420201	-0.191652236	-0.1017578	-0.143922365	-0.258687872	-0.164032371
TTYH1	0.080450542	0.079655618	0.060604201	0.095866073	0.130134559	0.083335564	0.161388725	0.139926248
TUB	-0.136066321	-0.06022133	-0.083743278	-0.123110159	-0.090538545	-0.079668263	-0.099891982	-0.133017452
TUBA1A	1.777052226	1.652174446	1.777577235	1.737245424	1.984271232	1.608901313	1.664643761	1.87153426
TUBA1B	3.102098942	3.037476751	3.010486682	3.033427689	3.471238242	2.864939186	2.381562882	2.98144865
TUBA1C	2.083219103	2.21755944	2.071396572	2.315654465	2.341294816	2.074347036	2.160734815	2.041153465
TUBA3C	-0.271677226	-0.138386771	0	-0.21962373	-0.146911353	0	-0.110188581	-0.124373756
TUBA4A	1.173766398	1.114201099	1.091385812	1.185591222	1.199093299	1.155639179	1.052048716	1.11835197
TUBA4B	-0.036781811	-0.035903084	0.030615242	-0.023396491	-0.091990601	-0.044684009	-0.043904428	0.00788516
TUBA8	-0.170263856	-0.15823734	-0.18318473	-0.11751614	-0.104819653	-0.117472622	-0.134203412	-0.161397845
TUBAL3	-0.148476747	-0.114232652	-0.085356622	-0.082320915	-0.099851186	-0.162532214	-0.137128525	-0.202262617
TUBB	2.108628154	2.183690369	2.20715525	2.289086833	2.31257654	2.013240516	1.827457257	2.078019031
TUBB1	-0.129198945	-0.054595103	-0.112821005	-0.036246251	-0.082499595	-0.085911297	-0.11417633	-0.113703808
TUBB2A	1.492210607	1.437212947	1.293997313	1.474182523	1.405498382	1.49090709	1.404587633	1.362970558
TUBB2B	-0.064153135	0.070730516	0.031941318	0.051254197	0.073868489	-0.026325893	-0.058495703	-0.115619896
TUBB2C	2.612012148	2.735650301	2.68878595	2.673233747	2.819591205	2.612903515	2.594561895	2.675608714
TUBB3	0.821925278	0.650559259	0.701456625	0.785168126	0.813119151	0.739100322	0.805467625	0.778966041
TUBB4	-0.03205929	-0.002654798	-0.050538888	-0.116506654	-0.032493174	-0.011256973	-0.139895523	-0.064060181
TUBB4Q	-0.150686285	-0.110641533	-0.149907706	-0.155853516	-0.138929151	-0.120472769	-0.171645722	-0.110256467
TUBB6	2.567712704	2.648353683	2.640234682	2.737725867	2.582324743	2.480271445	2.53938863	2.4486644
TUBBP5	0.091783259	0.176527972	0.096374461	0.084974151	0.134183826	0.156207497	0.121388964	0.091428269
TUBD1	0.032272376	0.049924578	-0.031850672	0.058374516	-0.014342348	0.01418619	-0.000716719	-0.005117844
TUBG1	1.015071789	1.067878147	0.918154266	1.025756995	0.970307668	1.069272737	0.955469012	0.995286935
TUBG2	0.328353687	0.291490229	0.1373251	0.282148424	0.285240303	0.367841428	0.342215303	0.189141424
TUBGCP2	0.574675	0.643406214	0.57200154	0.569567043	0.538863	0.568885009	0.591425444	0.549669322
TUBGCP3	0.306553666	0.365921142	0.256796628	0.310443509	0.261049684	0.373499224	0.255875368	0.30700487
TUBGCP4	0.947946515	1.121973641	1.013147677	1.061211298	0.933655534	1.059867498	0.839453662	0.961431533
TUBGCP5	0.169755924	0.227400173	0.183072982	0.226443289	0.204832439	0.238700004	0.204979217	0.183497829
TUFM	1.787947074	1.944066405	1.936451778	1.93973656	1.938957036	1.939710081	1.920624226	1.920389667
TUFT1	1.399453375	1.541195313	1.442293412	1.546557519	1.338535931	1.564841456	1.431501435	1.353084624
TUG1	1.662408139	1.607577542	1.5593957	1.481675529	1.552737372	1.635236323	1.636981783	1.535985866
TULP1	-0.00719599	-0.099063723	0.06135414	-0.022050702	-0.046346839	0.023285796	-0.007667586	-0.007270189
TULP2	-0.13482821	-0.196663262	-0.144405911	-0.145019982	-0.150499059	-0.082452872	-0.182025605	-0.120642166
TULP3	0.69922314	0.684048371	0.609923753	0.646847188	0.65896135	0.689424449	0.628934381	0.591593181
TULP4	0.738801567	0.741539018	0.634861772	0.623734383	0.750668304	0.690122236	0.703924917	0.598987528
TUSC2	0.291452666	0.331479625	0.301918288	0.278633403	0.2919873	0.325132035	0.270091765	0.318495733
TUSC3	1.952745922	1.743926805	1.697198939	1.674029261	1.556624383	2.056893811	2.035315722	2.025331817
TUT1	0.070139112	0.045094678	-0.057394616	0.011235431	-0.035022237	0.087524437	0.077762015	0.039175752
TWF2	0.378371597	0.263471955	0.262184202	0.301897027	0.293373004	0.34744473	0.240561316	0.279570772
TWIST1	-0.179824537	-0.200571573	-0.215020198	-0.141107629	-0.114766749	-0.13393808	-0.222704365	-0.24723564
TWISTNB	-0.038830231	-0.030024086	-0.017427408	-0.05247759	-0.068173293	0.011182467	-0.131760117	-0.035314069
TWSG1	0.823131581	0.87736193	0.698762253	0.840821052	0.704136564	0.929556721	0.874297713	0.897533324
TXK	-0.232129776	-0.241645055	-0.273601813	-0.128754236	-0.208658175	-0.218737947	-0.208096749	-0.166261353
TXLNA	0.585284921	0.445729152	0.448561945	0.468133263	0.456265505	0.595900588	0.515262826	0.418654897
TXLNG	0.229216853	0.22263753	0.136344462	0.17621118	0.057128086	0.279767075	0.211893191	0.111378562
TXN	2.765638828	2.502179146	2.727628708	3.182420492	2.887150049	2.572726965	2.86103034	2.59323597
TXN2	0.667515708	0.759056772	0.666275774	0.702651126	0.670293808	0.665210875	0.590474083	0.671377499
TXNDC15	1.232849412	1.376681682	1.209618993	1.299490363	1.246658295	1.513357192	1.515507318	1.401278958
TXNDC3	-0.17930865	-0.065913135	-0.132462261	-0.11569552	-0.150340439	-0.145881791	-0.204737073	-0.165292683
TXNDC5	2.617303477	2.509655197	2.647457626	2.619624456	2.542986658	2.700936529	2.766913997	2.754367352
TXNDC9	0.747753597	0.931632182	0.787960709	0.7898542	0.736236126	0.87326902	0.731629	0.701385289
TXNIP	3.114723139	3.084701385	3.097860012	3.140404902	3.099637661	3.048263207	3.110000553	3.140670004
TXNL1	1.994297579	1.985823542	1.919974744	1.979729175	1.845726267	1.909445092	1.922256306	1.87540786
TXNL4A	0.776626834	0.769800502	0.799646708	0.812942976	0.772095343	0.779020121	0.693082127	0.698266382
TXNL4B	0.230604404	0.268761793	0.193849937	0.271248298	0.273749207	0.250258375	0.177177949	0.213394614
TXNRD1	1.09599936	1.183762211	1.095705565	1.282911886	1.155641577	1.26930932	1.16841232	1.140128072
TXNRD2	0.068738707	0.066912317	0.00031668	0.130998198	0.083374615	0.071109869	0.055402918	0.061968029
TXNRD3	0.672889896	0.718011525	0.737955049	0.74212271	0.667223979	0.758191982	0.600897804	0.618648033
TYK2	0.744621059	0.64599124	0.690577412	0.659808198	0.672248152	0.729977637	0.642512099	0.63054548
TYMP	0.442969114	0.35256651	0.383267224	0.483183593	0.106017083	0.471071273	0.382014155	0.14023824
TYMS	1.313687012	1.349198243	1.330764172	1.42718474	1.391308188	1.300061548	1.180715452	1.262170036
TYR	-0.26248163	-0.21068649	-0.09032046	-0.211017609	-0.213140666	-0.169229135	-0.171771556	-0.200477257
TYRO3	0.166486845	0.235349205	0.27418095	0.133205706	0.146697261	0.264460031	0.278874306	0.188752577
TYROBP	-0.241356972	-0.191188623	-0.245155625	-0.183652432	-0.240408905	-0.236186337	-0.216859604	-0.195724792
TYRP1	-0.234350185	-0.153182837	-0.227289986	-0.170212725	-0.217950253	-0.151257623	-0.151673933	-0.209506715
TYW1	0.732212603	0.825158715	0.618167937	0.559938669	0.743692458	0.724205375	0.695074379	0.728354931
U2AF1	2.04707098	2.095433474	2.047565699	2.126363039	1.989347935	1.95283556	1.853689432	1.973804355
U2AF2	0.576918701	0.695273021	0.508833549	0.54046137	0.497927344	0.635385987	0.497594454	0.544732372
U2SURP	0.825630625	0.753208483	0.647224809	0.652418572	0.635559954	0.766872962	0.7230271	0.715070842
UAP1	2.087894784	2.259529723	2.158992264	2.157715638	2.00670045	2.120304849	2.076445315	2.129181345
UAP1L1	0.105088791	0.15771415	0.081783949	0.153467506	0.197662013	0.182554017	0.113073739	0.082985246
UBA1	2.388888982	2.323511475	2.469922907	2.388661802	2.578147829	2.382084509	2.353424072	2.360961391
UBA2	2.050246418	2.026135564	1.905763089	2.010558903	2.114882409	2.102098585	1.984551251	1.909651994
UBA3	1.520171983	1.294071603	1.346327537	1.18983156	1.141347284	1.431286409	1.434443857	1.426027479
UBA5	0.57905771	0.725727537	0.600114718	0.498214047	0.519211278	0.66505481	0.643951923	0.543677755
UBA52	2.466688604	2.58861582	2.531804758	2.567162015	2.646755251	2.404051592	2.387877626	2.532966913
UBA6	1.289636877	1.236065547	1.109894443	1.117194136	1.104044067	1.348862006	1.335467729	1.237714499
UBA7	0.246383597	0.139396149	0.135118339	0.151001863	0.234075124	0.194410055	0.199742747	0.174580436
UBAC1	0.846287854	0.963941328	0.85716657	0.929056052	0.873994835	0.950268578	0.907473359	0.802162059
UBAP1	0.801642257	0.883495395	0.764212125	0.841654964	0.76456366	0.845764264	0.726579006	0.795819016
UBAP2	1.100757468	1.067039781	1.052335193	1.029992044	1.114950079	1.070262846	1.090243005	1.030027443
UBAP2L	0.676470304	0.651559792	0.533498206	0.597406668	0.626294459	0.620410659	0.546987706	0.545369038
UBASH3A	-0.101391457	-0.116556767	-0.110207398	-0.140666932	-0.119140069	-0.072919343	-0.076789697	-0.113768776
UBB	2.925790787	3.012679497	2.956686814	3.14825654	3.234382153	2.647675514	2.891607285	2.909166574
UBC	3.811268568	3.777972698	4.016899109	4.177702427	4.290985107	3.773540497	3.848333359	3.988172531
UBD	0.038204479	0.025990023	-0.018875333	0.040903196	-0.028029568	0.039533075	-0.026734663	0.042798065
UBE2A	1.562041972	1.680487599	1.594345115	1.716548823	1.552821353	1.58034306	1.542433064	1.622783881
UBE2B	0.392599151	0.4734222	0.326178449	0.431268319	0.333961124	0.40353556	0.344862131	0.366070592
UBE2C	1.240534782	1.330118934	1.305147668	1.468671481	1.535576184	1.20402734	1.293188265	1.328934679
UBE2D1	0.418048536	0.454542156	0.354768472	0.403173424	0.2992071	0.496067707	0.334269869	0.362074428
UBE2D2	0.635955496	0.74380249	0.708357366	0.686644596	0.68351128	0.718092961	0.59851881	0.590900403
UBE2D3	1.61468561	1.607470132	1.602171643	1.638599902	1.617829412	1.606557738	1.560218066	1.574925158
