	PI3K-1	PI3K-2	PI3K-4	PI3K-5	PI3K-6	PI3K-7	PI3K-8	PI3K-9	PI3K-10
FYB	0.475350295042034	0.439525384930823	0.259882612097447	0.185527492468698	0.596937082442184	0.688193614158189	0.520125287362505	0.430503089461289	0.192447139015015
C9	0.482636407731326	0.626554255831993	0.445403156213984	0.323628711958304	0.681435488049977	0.417959633185527	0.436724110822117	0.213239939609783	0.431524727225098
DAB2	4.77645632994565	3.93731323945891	4.65712221931453	4.92495447911986	4.93145148187543	4.40053372632891	4.76920941915637	4.67831681609483	4.42637519014894
LOC101926940	1.05053864463674	0.983824022729358	0.858184837197185	1.70501813194894	1.14136838382797	1.00489763047323	0.843504616734847	0.778939076373937	0.834680686412991
LINC00603	0	0	0	0	0	0	0	0	0
PTGER4	2.06816320583382	2.08996589011529	1.94499207374854	2.10532001478201	1.45655131488659	1.64086448421764	1.92067240986127	2.23360899907284	1.54761547433986
TTC33	2.73811458272492	2.53266609219464	2.87224468359936	3.00884507454809	3.03834463434938	3.13367064079855	3.11963726945918	3.08345938441411	2.6419715188562
PRKAA1	4.81904854141675	4.08111548999669	4.73461239748307	4.86116528494606	5.0257267346756	4.92550407769412	4.95237056031611	4.73215301290092	4.4256999934983
LOC100506548	5.38338980616576	5.50385801323655	5.15251663369637	5.2519213399023	5.32033393573645	5.41466382177028	5.33294091131191	5.34412837563014	5.21350990621944
RPL37	8.90166244598878	9.55437945534135	9.20271219421622	8.94330482311151	8.96302057416502	9.09598659173698	9.12000054566251	9.14385427718479	9.17132087007499
SNORD72	0	0	2.82487197999637	0	0	0	1.99060980411993	0	0
CARD6	2.5106786838929	2.19333227513979	2.3163656680571	2.6140722231859	2.33773688160193	2.53205856129589	2.29009186415313	2.59068236961529	2.48073807400756
C7	0.214010293387501	0	0.241198210605364	0.0789258341865611	0.124327312020084	0.104524569552615	0	0	0.0819827019376672
MROH2B	0	0.0778699688968097	0	0	0	0	0	0	0
C6	0.147751417901322	0	0	0	0	0	0	0	0
PLCXD3	0	0	0	0	0.0332774456658647	0	0	0	0.0430925681561136
OXCT1	6.46618774102476	6.26299237704397	6.37317343537135	6.64205549083132	6.6346195170998	6.59895861581043	6.77342269142427	6.5384716753145	6.4097162844636
OXCT1-AS1	0	0.226080766098074	0	0.177266548837785	0.274113923521338	0.432323924250474	0	0.168923587180857	0.183897308524396
C5orf51	2.97097366704394	2.59615036904247	2.8939036039381	2.79079895863397	3.23845774114438	2.83204308695467	2.97816606255669	2.99635030878096	2.46946011500354
FBXO4	3.39952775789023	3.2420783624706	3.39029595219245	3.6620061331907	3.59324100757402	3.02310571436063	3.48654009440918	3.5715677352789	3.34247268853582
LOC101926960	0	0	0	0	0	0	0	0	0
GHR	2.04749031091866	1.58594037568789	2.00415995155756	2.13077217056081	1.9994446294955	2.10056723768925	1.99359455805723	2.31580434633534	1.95039707546354
CCDC152	0.575489291055793	0.81139730524504	0.877144297569464	0.774868356256907	0.649856487457015	0.757880184761509	0.915326470204032	0.796589366947526	0.79855909300765
SEPP1	4.49540191188714	4.11678724190673	4.27367758739587	4.81477153451691	4.79300047830476	4.52587908381773	5.16526852593113	4.66281838372337	4.92081378449389
FLJ32255	2.59440725609517	3.14630527697726	2.03138546621638	2.48031509655946	2.48070012347813	2.36544062625516	2.45529431212167	2.39891536919187	2.74377436110742
LOC648987	1.67615854761404	2.08961796735076	1.77793341192678	1.55106622550873	1.53864632637635	1.53186390054948	1.81154324873582	1.62227974321598	1.82477208835573
ANXA2R	2.28867827899967	2.76179834241397	1.80718101899364	1.16845251485331	0.998909171610954	1.41536159740668	1.52573620702534	1.23562600247843	2.23477805784756
LOC153684	1.3301918679559	0.60242631228652	1.44537215947148	0.847021470605159	1.13656200773075	1.58561218844616	1.10971955498507	1.21918895859175	1.29487958358061
LOC100132356	1.28570213594198	1.48774417862876	1.24104695854998	1.46980962216528	1.14666070837678	1.23353593566431	1.37822791138983	1.66085720830333	1.36594917892097
LOC100506639	2.06286528779308	1.79039413915074	1.52956124947338	2.16945923194217	2.44173165118707	2.17192522486943	1.79042270056312	1.68528894678399	2.11595735307259
ZNF131	4.61528647620035	4.06402411182309	4.41062249294891	4.42492531295528	4.4627435411745	4.35459637311587	4.45937367708804	4.29028364287605	4.41407707235127
NIM1K	1.28505241471375	1.4793453447958	1.17859135683879	1.16365871763439	1.21621386265145	1.50662574915938	1.41733476651802	1.74708333419675	1.48088450284555
HMGCS1	5.3601031575327	4.60396742293003	5.12331616510829	5.11356381397135	5.1628746547176	5.18844717367483	5.20496403964082	5.42544959051268	5.22257220056869
CCL28	6.53524159437549	6.19236742972494	6.94610909445567	6.62782591524334	6.65229471777372	6.70181272069573	6.60317002659866	6.64087215074946	6.08748204374092
C5orf28	4.28085403330379	3.68687033973158	3.95036345395899	4.25265122659687	4.27153440538259	4.20742986874362	4.21562533362314	3.98476347082069	3.77219672901467
C5orf34	2.15779235012988	2.52097674125551	2.65202330261826	2.5606567410041	2.51230302454598	2.82195778127512	2.359776169809	3.00457907662959	2.49359589167061
PAIP1	4.55726117549931	4.49776498195418	4.65136032650973	4.49726212293032	4.526502101483	4.7442188449525	4.60999084885049	4.80715342758738	4.61022088497452
NNT-AS1	1.9920706481449	1.72433770280059	2.49607669234755	1.87326934255613	2.41083816033583	2.27294781317972	2.35180363215442	2.36543439706879	2.09318031175214
NNT	5.41956547686399	4.95846373622428	5.32661336535909	5.52008027604438	5.56890851717189	5.49559065695168	5.60796226266275	5.54134499083797	5.27860201721797
FGF10	0	0	0	0	0.365146442638681	0	0.464107846255832	0.424330911405741	0
FGF10-AS1	0.154372496453473	0	0	0	0	0	0.170719645409041	0	0.16850035612736
LOC100506674	1.72248251499364	0.879416443411651	1.03348974706303	1.29622077351746	1.19818432473888	1.44850139687167	1.24149757547761	1.15675205078737	1.9484127766966
MRPS30	5.45895262836793	5.29200339926247	5.56809476611278	5.41627326904684	5.30588500935808	5.37773585651153	5.58799419205756	5.85315838669149	5.37217399817504
HCN1	0	0	0.0708711064599891	0.0332829069718935	0.0529071050664408	0	0	0.0316411274771929	0.0683762968769368
EMB	5.32078304152382	4.98404438573223	5.25867617902334	5.59048558214985	5.505351607918	5.3634375065371	5.80294474608027	5.46236348156525	5.28374371562406
PARP8	3.1425291384327	3.1261457525293	3.01601003608865	3.19673797651756	3.30691514487317	3.32005355785475	3.1695588060664	3.14551131623933	3.08277511374149
LOC100287592	0	0	0	0	0	0	0	0	0
LOC642366	0	0	0	0	0.0383811796181025	0.124378297909898	0	0.0454568805147005	0.14417322886497
ISL1	0.21095692193893	0	0	0.413825767357232	0.180057175436646	0.151834885245824	0.232829263647356	0.109576578854749	0
PELO	4.73499902941711	4.32530865135307	4.9542180399799	4.72335488359734	4.83969221474596	4.76662709109034	4.73647860969158	4.77737518571751	4.62630214164251
ITGA1	6.87043419857616	6.11012692369844	6.73977658358955	7.10175117045376	7.10872558345833	6.62779093041474	6.99325884044457	6.67477444378156	6.67217552178023
ITGA2	3.60506914901569	3.37890820042181	3.57959763543863	3.89657464364716	3.78499496367904	3.58241646822241	3.92001447641176	3.64925248228769	3.23645358250756
MOCS2	5.44850943265184	5.38166505176553	5.36359985740576	5.42955048055204	5.55057430060404	5.58347754909194	5.72669964871729	5.55296373659179	5.6192032654332
LOC257396	1.17859675193519	1.16061885133745	1.56143465711675	1.49008693460303	0.936853199577868	1.2627569514741	1.38196864070359	1.53593861334288	1.25465457117615
FST	4.86492067057824	4.96104338640697	4.80311338226057	4.96457180767649	4.91958993842592	4.91534673002788	4.98273734094154	4.79038569124483	5.01418049798381
NDUFS4	7.44626506978764	7.34876972752239	7.44462579315333	7.40861354283155	7.43937114696233	7.46918525119301	7.75754740200057	7.57488774163743	7.62798513134997
ARL15	4.07313103177295	3.20869985297139	3.82972065159603	4.10835553890987	3.75425998443781	3.92518293250703	4.19556030269788	3.54772855321254	3.67789363939265
MIR581	0	0	0	0	0	0	0	0	0
HSPB3	0	0	0	0	0	0	0.382362279819185	0.348768102842387	0
SNX18	3.51697912820538	3.02309625238199	3.57308452838273	3.53366535601521	3.60659861893375	3.3114127611571	3.39386055785029	3.3343532074092	3.13061621076428
LOC102467080	0	0.377515238440585	0	0	0	0	0.571487569621585	0	0.309968033536323
ESM1	2.53917691561131	1.92731216847628	2.9984649226595	2.22426294796204	1.87962625399407	1.84728015846323	2.64134035384057	2.70978505522785	2.05140700775421
LOC102467081	0	0	0	0	0.409618050998043	0	0.518624772377337	0	0
GZMK	0.26866476579552	0	0	0	0	0.365750853132528	0	0	0.292242884605014
GZMA	0	0	0	0.324060044348113	0.488606249589889	0	0	0.968757772355609	0.607640901760152
CDC20B	1.28313333270484	1.12271621242932	1.43993138182352	1.14401594774507	0.931879801817201	1.44247710878685	1.37554803491496	1.36777169699386	0.958746501300347
GPX8	6.27384804036851	5.87925224750614	6.18056875362623	6.33721594265879	6.4115609967885	6.29045874947882	6.46126479836136	6.26756335692114	6.30885269079987
MIR449A	0	0	0	0	0	0	0	0	0
MIR449B	0	0	0	0	0	0	0	0	0
MIR449C	0	0	0	0	0	0	0	0	0
MCIDAS	2.4524023097745	2.68431868744641	2.68652836938802	2.78634760195732	2.79122766486514	2.36629839837286	2.6061289398231	2.60765460253453	2.15615408853662
CCNO	3.00370585347583	2.91523276879473	3.19524441154373	2.63231016971761	3.03351822473487	2.91220623854777	2.93469018695694	2.45724638980267	2.4394128181793
DHX29	5.70246001204722	5.4999668069349	5.57238890594646	5.70751690144462	5.75079107472429	5.7812956703758	5.78385958236593	5.78690479442239	5.65129707133382
SKIV2L2	5.69146227474072	5.34208957647384	5.6797342260339	5.73990238843782	5.66266798770558	5.79099240121531	5.75264175776105	5.7935748533417	5.61966202557638
PPAP2A	5.44213496304757	5.01444829310914	5.27257296517206	5.55223788020585	5.47208638256428	5.22456266308051	5.64595034819892	5.31083525802596	5.26995698989742
MIR5687	0	0	0	0	0	0	0	0	0
RNF138P1	2.73672882601222	2.3530556437406	2.65409949964386	2.61024241995734	2.50792624108472	2.57817599536153	2.73893776201184	2.71500802668151	2.64808354897652
SLC38A9	3.36911686723255	2.73274725476065	2.92949761387455	3.48568142185832	3.38132097940029	2.80858112246925	3.43011490470629	3.25411898823112	3.12353925950933
DDX4	0.100595439785934	0.758742599976961	0.219539940456288	0.543102450383815	0.314832608265676	0.26736032398511	0.111465978211254	0.195056302883978	0
IL31RA	0.0817056514381019	0.110718817705303	0	0	0.069278682507753	0	0.256328664860143	0	0
IL6ST	6.40019990225512	5.78360217637378	6.16479944688696	6.40482832534489	6.38274144076677	6.25692281974561	6.41905618093851	6.39223725567344	6.19054438547215
FLJ31104	0.952558519980931	0.596600525662763	0.888688805674673	0.259830794586447	0.63480404248253	0.73052362861934	0.142783570064424	0.807344527920819	0.692071800257512
ANKRD55	0	0	0	0	0.100619116601754	0	0.131154280014227	0	0
LOC102467147	0.724340171557043	1.22596705360403	1.0794315687636	0.426520552764565	0	0	0.446456287883119	1.20622636066706	0.441157844374179
LOC101928448	0	0	0	0.311005186789354	0	0	0	0	0
MAP3K1	1.59549775374188	0.862906752386447	1.23949469693002	1.25217246220601	1.60578756186483	1.35935005632796	1.11905012058078	1.07947094217215	0.953982743728452
SETD9	2.69004050192984	2.43781891302581	2.77101500558746	2.65152620299002	2.7906132704643	3.24365403285349	2.71601193627615	2.7418216210891	2.69906630410275
MIER3	3.35806715881483	3.00676850670729	3.11696862262305	3.22192706644036	3.23304043556616	3.35308310929391	3.17080902855964	3.18919201185487	2.93206368465145
GPBP1	5.79053801224937	5.51229044314143	5.71781011557718	5.62349791468285	5.72446230020209	5.83213132949718	5.75557360412954	5.89019771265965	5.71388592982641
ACTBL2	0.996573950335352	0.274538688333633	0.606665279917549	1.4734343520034	0.929683259433215	0.8979251569926	1.24030519866914	0.821602545301503	0.812163020941414
LOC101928505	0	0	0	0.346585815645523	0	0	0	0	0
LOC101928539	0	0	0	0	0	0	0	0	0
LOC101928569	0	0.321015604911478	0	0	0	0	0.266023060100514	0	0.262673120611601
PLK2	4.53350960072515	4.31337018069706	4.46035586008381	4.4378425897419	4.40401154394917	4.44086655679895	4.47315533442194	4.41428220479751	4.16587013910417
GAPT	0	0	0	0	0	0	0	0	0
LOC101928600	0	0	0	0	0	0	0	0	0
RAB3C	0.509940125510705	0	0	0	0	0	0	0	0
PDE4D	1.42324025139648	1.17366830435557	1.33483443477029	1.3745224001235	1.50558532974116	1.38765538753924	1.33948199717703	1.22710914185831	1.26585386652109
PART1	0.0635541028388041	0.167751202841322	0.358266769217046	0.192238080205019	0.273956226677525	0.32648277542514	0.170228019118393	0.293618569280303	0.0695709608627739
DEPDC1B	3.42470963036109	2.84757514541678	3.35546752595106	3.11437675511239	3.31362982531642	3.39414993363398	3.46882577460275	3.25737365730181	3.28020249245762
ELOVL7	4.34664232176319	3.93880272084641	4.35357244542225	4.3601068959217	4.3540027346697	4.69712396987289	4.54697186255755	4.45169237340675	4.33816895715091
ERCC8	3.72759642474282	3.08135206535848	3.4749102720501	3.65449738421807	3.48512675697644	3.66752065347883	3.65187088513817	3.58669394854986	3.52231929689881
NDUFAF2	6.32971337145645	6.58333898515547	6.20533676533543	6.17479326227282	6.26397709421759	6.73720960237915	6.61893459970119	6.67788181154036	6.82770944869909
SMIM15	5.5466260716216	5.08016352551437	5.50692763643567	5.46274390712774	5.53689600452211	5.56774094008797	5.5194164627008	5.65135820084001	5.41728057307167
CTC-436P18.1	0.446307391596375	0	0.498329555036781	0.819616392776813	0.688984473903155	1.01589649469615	0	0.447202872152273	0.844316050280981
ZSWIM6	2.92750940188107	2.9256559484014	3.06817220501085	2.90283696353873	2.93763602088856	2.96247146666397	3.01624527936159	3.09076575048837	3.00640051068534
C5orf64	0.100333682919838	0	0	0	0	0	0	0	0
LOC101928651	0	0	0	0	0	0	0	0	0
LOC100506526	0	0	0	0	0	0	0	0	0
KIF2A	4.61920408819477	4.21567978788211	4.64621092713457	4.54141599277568	4.67693956328532	4.60612248193163	4.44440230218781	4.66496081636379	4.60180826846925
DIMT1	6.32924376657564	5.8244629690485	6.23083471639129	6.20183037886563	6.29630804173782	6.35329585331995	6.34113236137788	6.44856085326176	6.43880640677361
IPO11	4.19120021927284	3.36329710246362	4.26145836282953	4.18919452088859	4.19425298275538	4.42200169238263	4.30336274453753	4.50193383077769	4.14677470460617
LRRC70	0.251229470726777	0.83285281055098	0.148263801092415	0.263842777959785	0.214858732093238	0.34272768049771	0.509101908628049	0.251767402056374	0.392868792218143
IPO11-LRRC70	0	0	0	0	0	0	0	0	0.175133307025377
HTR1A	0.131299677008988	0	0	0	0	0	0	0	0
RNF180	1.65807181085824	1.45211822158154	1.8471020394182	1.8426065145468	1.91979851079522	1.94876131271779	1.57282315192716	1.78976252072302	1.86522841890396
RGS7BP	0.750379515132859	0.457936740884699	0.332040767949041	0.611450877155002	0.822078549320296	0.597342325839029	0.590624303039144	0.184934619075172	0.484544746395358
FAM159B	0.914421284889044	0.932395778663556	0.5882816131393	0.951161317387522	0.804867660418985	0.699244629979427	1.79095291861982	1.95693093201214	0.313425288254218
SREK1IP1	3.58340090838506	3.39036797189252	3.64074230338867	3.63529617311403	3.39044459993867	3.57436535255232	3.52602124845382	3.70197110249188	3.52502776102329
CWC27	5.46571509878772	5.32684996367812	5.4994309232999	5.42211871999901	5.54968429336374	5.45651128525051	5.63600551947421	5.57262729688437	5.59298983653686
ADAMTS6	2.47554763193332	1.72092625871786	2.29824000411346	2.69943669203725	2.51622171590127	2.24304341668456	2.29147471525904	2.12530307609536	2.29468772798898
CENPK	6.12576938582503	5.66487961469246	6.19259274996803	6.27168084748313	6.23815412298732	6.36675435232698	6.47965350809773	6.33567987769391	6.28782692507448
PPWD1	4.62972279196874	4.16916652261482	4.67845917454368	4.62829303440322	4.39052362358416	4.63133507186712	4.26507489330717	4.72064884109951	4.55112010556694
TRIM23	3.52739996516627	3.10153603314639	3.40762293613649	3.49814685921209	3.59846600707732	3.71576098349165	3.52269059660487	3.45292243660422	3.44987441773242
TRAPPC13	4.20503349739981	3.64786388120112	4.04234918532768	4.09715522524275	4.10981465957189	4.29395628007048	4.22097652802246	4.11259587486369	4.20627850481192
SGTB	2.8157640810036	2.23426818035545	2.67838914966975	2.9300044917097	2.98574240544308	2.77852997138407	3.0354900702883	2.8105867818219	2.78559646917172
NLN	2.38494557618643	2.08599613457841	2.59236327598474	2.50174995462657	2.50875808211774	2.4106451125338	2.57826278744147	2.57312982620573	2.07860678422619
ERBB2IP	4.22353221133204	3.69823687372925	4.14014576112438	4.49855234265227	4.47800491408342	4.32859114430805	4.36462485719845	4.37307058274521	4.04529788127212
LOC100303749	0.875366475814337	0	0	0	0	0	0	0	0
SREK1	4.68061961671888	4.17910100716663	4.50086627741906	4.68854786984018	4.81843948444376	4.6995841007746	4.77050735531898	4.71319548128419	4.56842220020406
LOC101928769	0	0	0	0	0	0	0	0	0
MAST4	2.12427440218355	1.91833635282232	2.15909011229439	2.08824934054781	2.19678236431664	2.23123862501184	1.99182062399595	2.16902825303569	1.72622102433066
LOC101928794	0	0	0	0.934425243387758	0	0.857323453578613	0.714083991016299	0	0.395951354267974
CD180	0	0	0	0	0	0.289393801113323	0	0.306739365280874	0
LOC102467655	0	0	0	0	0	0	0	0	0
PIK3R1	3.06542911243948	2.46211405056511	3.191268695885	3.40230482047235	3.30890687996528	3.3957646382099	3.07955958481712	3.29919400088122	2.80802198862952
SLC30A5	5.29474240309121	4.64185749595897	5.40708687197946	5.37660370260373	5.33761812990109	5.36977091165544	5.426209661033	5.3242459200044	5.1660446019361
CCNB1	5.56961805047662	5.35747263085798	5.4857147609675	5.47325050290782	5.40939420518127	5.5942745534709	5.58471908015082	5.40452358522755	5.48368360810884
CENPH	6.54295330665543	6.3417990945488	6.41734414416171	6.84403585277728	6.70719181303573	6.72593325423298	7.18387125172412	6.81309052801804	6.83522468602444
MRPS36	4.20027503782876	4.07586710034378	4.43943360108138	4.19526840208588	4.04354172925586	4.37430487596888	4.49076106350003	4.71853853478192	4.36443599827528
CDK7	4.30404154749637	4.24423801131281	4.31719442771476	3.96140712116751	4.30803517030709	4.77803289834309	4.28591549603038	4.57013892196043	4.60623018294484
CCDC125	2.50416876817069	1.74347235958363	2.40825714772808	2.49004802096518	2.2914076984901	2.46022892186924	2.64703912471327	2.26145171042459	2.29086024199104
AK6	5.20756293508938	4.67216585553178	5.15221779982783	5.40567002654829	5.29974428400254	5.59123533731614	5.50370116914319	5.61610047451879	5.46661728443655
TAF9	6.37865337161715	6.05980858154066	6.3039904890727	6.41206230426526	6.38421808917814	6.62615153240151	6.46563415616765	6.55622377320832	6.4869900659803
RAD17	2.8473744455315	2.34769582593544	2.85468944488224	3.15053957595067	3.2969465048341	3.09857488859526	2.99173885590126	3.20286609272237	2.69210393554259
MARVELD2	2.44792907266877	2.26178111570426	2.8921180724154	2.40143688765208	2.39610002665878	2.83641275054481	2.49218623890721	2.59986160365954	2.19688520389275
OCLN	3.15449913622898	2.6753606116501	3.09615463991647	3.24946851600376	3.12375727177752	3.14421945442868	3.20367217970888	2.94792504842348	2.93298936393684
GTF2H2C	0.383884639405533	0.354130562190409	0	0	0	0	0.154489893527531	0.139933058647004	0
GTF2H2C_2	0	0	0	0.170125070326721	0.486075390907606	0	0.337905241359642	0.307811771293218	0.475528554280497
LOC100272216	0	0	0	0	0	0	0	0	0
GUSBP3	0	0.24950017160988	0.21031928502044	0.28479396936198	0.368574292096833	0	0	0	0
SERF1A	0	0	0	0	0	0	0	0	0
SERF1B	0	0	0	0	0	0	0	0	0
SMN1	0	0	0	0	0	0	0	0	0
SMN2	0	0	0	0	0	0	0	0	0
SMA4	0.733382968061279	0.175769792271081	0.403948816924721	0.677248924510457	0.565037429577733	0.737355441908955	0.395971196555261	0.250642514204104	0.698624327858395
GTF2H2B	1.5637128060852	0.850679973914188	1.29098092016657	1.28955743816356	1.33775204686884	1.37049080418806	1.36594806173787	1.12195735717109	1.35373522844675
SMA5	0.314070426486845	0	0.186989450876145	0.714956311494616	0.269422767237034	0.425298591981774	0.491373655620484	0.165929865355761	0.180654463796076
LOC441081	0	0	0	0	0	0	0	0	0
GUSBP9	0	0	0	0	0	0	0	0	0
NAIP	0.543128156786974	0.487783185818984	0.455836199051209	0.389583081355989	0.287503784729265	0.833898404261847	0.693692825136145	0.177487854970857	0.3635052195677
GTF2H2	2.24113482663105	2.00063330188418	2.42407440641231	2.57856692560616	2.6283855942351	2.6801954326996	2.39732136008469	3.37029907134689	2.16601887124764
LOC647859	2.44384618267338	2.01423663205283	2.3816783456543	2.2939849814821	1.52334707837503	2.04619107726298	1.95658898999052	1.31252306530384	2.08668479940707
PMCHL2	0	0	0	0	0	0	0	0	0
BDP1	3.77701659020351	3.33561301451801	3.58106889123029	3.72299023960295	3.64144124553017	3.56514268454525	3.61806970888743	3.66375114524021	3.2791579399409
MCCC2	5.64655332725025	5.49717651344435	5.79207633134711	5.71211041524723	5.71763399060552	5.83469239828933	5.67812148111913	5.70900206636551	5.66396981046218
CARTPT	0	0	0	0	0	0	0	0	0
MAP1B	5.07141520525282	4.50505026626595	4.99122831392878	5.13710795073168	5.21470147697057	4.92365797582616	5.00108430943449	4.93647474157135	4.87210716271538
MIR4803	0	0	0	0	0	0	0	0	0
MRPS27	5.78400642702394	5.53706077130037	5.77626218159579	5.79274313002868	5.84830581811245	5.89046222290545	5.86569032251968	5.89618226462672	5.73558442101581
PTCD2	2.60198334485573	2.4444014549144	2.83132028535453	3.28891070319846	2.65735839924828	2.68551362192128	3.01921420901675	2.86848333226076	2.91921211164266
ZNF366	0.10731490691098	0.144975230642217	0.233587272663044	0.217762699994582	0.334305982866503	0	0	0.550319592360079	0.326687209311471
LOC102503427	0	0	0	0	0	0	0	0	0
LOC102477328	0	0	0	0	1.09113430558585	0	0.456635803707229	0	0
TNPO1	5.18768400745162	5.15115350178303	5.25362672033314	5.27345949174321	5.30262627073047	5.36102199618613	5.30965918814808	5.39043697256329	5.30400087609698
MIR4804	0	0	0	0	0	0	0	0	0
FCHO2	3.42025585045302	2.84251711253066	3.27052205615457	3.5248650895093	3.69239777082123	3.54282601262789	3.70982817876596	3.50762053023335	3.14846283522827
TMEM171	3.92530161373161	4.63363672215407	3.83460925225797	3.50311014067815	3.66636780230591	3.32924868987992	3.89792648305595	3.36660071318082	3.98437162275694
TMEM174	0	0	0	0	0	0	0	0	0
FOXD1	3.95645745321479	3.55042349930256	3.74954244025823	3.94737444812549	3.67628150731623	3.68176389371147	3.53547804501698	3.51079959199199	3.89371364788232
BTF3	9.49825612738848	9.47445061234049	9.386058043828	9.4590312907226	9.43695557617994	9.58677514993766	9.77026881595019	9.72611210868968	9.71427613182032
ANKRA2	3.91752856345905	3.45833323669062	3.7445475648294	3.96146979654348	4.08923131177597	3.66230705557806	3.79506382036952	3.74288384712127	3.91567647842342
UTP15	4.12576229656667	3.85284943345316	3.89289017664815	4.14183725820005	4.06800696924027	4.15923596195139	3.8760137813352	4.23268062464502	4.16944863832587
ARHGEF28	2.90839412171279	2.57273115524997	2.62331690147388	2.88361243043734	2.90019554296728	2.97403807288361	2.7836554990608	2.77907406296853	2.54383999221637
LINC01335	0	0	0	0	0	0	0	0	0
LINC01333	0	0	0	0	0	0	0	0	0
ENC1	5.37045419181863	4.48010185292292	5.38678408268145	5.95382238577984	6.01039563373565	4.94465809312667	5.79756189051314	5.33813497208392	5.10719921232368
HEXB	8.01954813833204	7.64976068608908	7.90464040876061	8.03764976970855	8.0628153391522	7.88622897375694	8.18806494018034	8.01261327402035	8.02827204150915
GFM2	4.98612278268611	4.86111182609439	4.8184767918447	4.927219711009	4.91302998397262	5.0673934705861	5.21708869931667	5.2176562154034	5.04219924819096
NSA2	6.83289325879648	6.8621555772979	6.78555792359423	6.69827441652899	6.91920564765186	6.83986927139602	7.09447423824354	7.10644417849579	7.1174158845203
FAM169A	2.86797413837402	2.47810492536008	2.59791693238469	2.64763766319416	2.55655169681495	2.79099165075603	2.82554777830758	2.47382596289744	2.35518914555151
GCNT4	1.99572861972819	1.8305178679044	1.50687993683438	2.07657015770413	2.20988714970569	1.41543658347749	2.30653465280796	2.22698180831376	1.89980562979729
ANKRD31	0.437632115522193	0.255863149014022	0.215756153924246	0.153358158510242	0.0425291768265109	0.201469821805819	0.558767071777698	0.191666997859398	0.159143122265665
HMGCR	5.19085563828632	4.5225559043077	5.02015636801668	5.0340940934449	5.10851706002801	5.12480971593887	5.19255571787795	5.07501345818905	5.15247353837983
COL4A3BP	3.63044356135832	3.28636278633394	3.54870552348818	3.66544947838488	3.7415052833102	3.47126439280887	3.4306757256505	3.56540697971637	3.51095943473211
POLK	4.18657918208293	3.93946485984823	4.24938132378981	4.18223785405571	4.19613147539734	3.85128216457057	4.40572799323613	4.22684236003994	3.83403327393037
ANKDD1B	1.94478785579391	1.31709834622705	1.16349517823564	1.37385404796301	1.35431476007626	1.2014633231776	1.65273838459863	1.17645276142393	1.13441931738243
POC5	2.82960638260351	2.88803366500326	3.2271009440424	3.04439444992416	2.98732676824376	3.04718064952573	2.92266531431009	3.04808434545033	3.05822037178348
SV2C	0.346736818248735	0.901341836711119	0.141507244499647	0	0.618404283300423	0.328059076053885	0	0.240672509341053	0.376320894383281
IQGAP2	2.67887840079492	2.26180822607321	2.47805701091077	2.34705350870208	2.66497923446399	2.55116504245649	2.58069700558589	2.7134140841783	2.26955342116182
F2RL2	1.67053463480869	1.43718027121523	1.47234166417913	2.03315347727822	2.07467133239189	1.46401240782617	1.94291542703572	1.8584203616788	1.57747670031319
NCRUPAR	0	0	0	0	0	0	0	0	0
F2R	5.50846427078134	5.11851670770205	5.44673766989141	5.71500976641949	5.71742064809783	5.22519907913635	5.8125842846478	5.22748432547145	5.43664009057366
F2RL1	4.85655881544719	4.54504289102736	4.6230036129922	5.01034435071949	4.91295694015571	4.76276568135608	5.16626220734013	4.71617248500859	4.8819801669658
S100Z	0.457309653686665	0.595108743001445	0.710764135002088	0.478684224581946	0.959503383012122	0.336731072771756	1.02655758944728	0.247228427124275	0.268523618398694
CRHBP	0.158826122306847	0	0.179431658014147	0	0	0	0	0.43290587833759	0.328065013409517
AGGF1	4.09068562476241	3.59006395217937	4.05356839701289	4.15129439536973	4.06548558680152	4.28749696005535	4.21119521243934	4.26777731125441	3.95626981336884
ZBED3	2.61476698922028	2.29889080680629	2.53685424715506	2.87990085329705	2.92933396128074	2.70597558429542	3.09510700292661	2.42807036339897	2.6908429651854
SNORA47	1.35051162885472	0	1.46671394902213	1.39790733789009	1.2070044249864	0	0	0	0
ZBED3-AS1	1.42532740510057	1.34395682413024	0.512283051390955	0.840273781387797	0.707098476008963	0.841674111904006	0.700456708171716	0.808156416682156	0.865428510718624
PDE8B	1.20876540485524	1.51688048325922	1.2520611021766	1.34321923129469	1.44476690414983	1.40231452707997	1.05692352251881	1.29895649179439	1.25416515164864
WDR41	6.0198517726841	5.65356912126517	5.82690509321229	5.95934925846442	6.09184977471885	6.04848939771037	6.07489842893775	6.00256382145395	5.95208044435134
OTP	0	0	0	0	0.0941445991134023	0.15393216746715	0	0	0.121174876671528
TBCA	7.51389121875576	7.35387618855155	7.32349001964653	7.4163653513554	7.15469965979663	7.77802552092796	7.50627335682446	7.93899185208325	7.95269553464391
LOC101929154	0	0	0	0	0	0	0	0	0
AP3B1	5.77834788698256	5.39745213316202	5.77784889750923	5.84298246031585	5.74610095389232	5.83672831296864	5.77367209232997	5.80779609766516	5.66949519251924
SCAMP1-AS1	2.87737206676959	3.06484187901832	3.03985621557504	2.3437978034236	2.81931944815567	3.34246625482508	2.44664805583645	2.98481068197636	2.58393040889534
